text,cluster,llm_label,llm_direct
"Philip Morris, plaintiffs fighting again. SPRINGFIELD, Ill. Philip Morris and lawyers who won a ten-(B)billion-dollar judgment against the company are fighting again. The cigarette maker on Monday asked the Illinois Supreme Court to disqualify a Chicago",3,Iraq / President,Microsoft / New
". Plane Attacks Najaf Rebels as Tanks Near Shrine. NAJAF, Iraq - A. AC-130 gunship attacked Shi'ite militia positions in the holy Iraqi city of Najaf early on Monday after tanks reinforced the siege of a shrine at the center of a nearly three-week insurgency.",3,Iraq / President,Iraq / President
"Prodigy Adu Learns His Trade at DC United. Teenager Freddy Adu, America's most talked about soccer player, has hardly set the league alight with his skills in his first season.",1,Game / Season,Game / Season
Ruling delayed in Peoplesoft case. A crucial legal ruling in Oracle's takeover bid for Peoplesoft is delayed after a judge says he needs to hear more evidence.,3,Iraq / President,Microsoft / New
'Grateful ' Kabul hostages look forward to returning to work. Three UN election workers who were freed yesterday nearly a month after being abducted in Afghanistan have spoken of their gratitude to the Afghan people for supporting them during their plight.,3,Iraq / President,Microsoft / New
"FM, Reddy to attend IMF-WB meet. Finance Minister P Chidambaram will lead a high-level delegation for the annual IMF-World Bank meeting in Washington from October 1, where New Delhi would press for higher aid flows for infrastructure and social development.",3,Iraq / President,Microsoft / New
United Apology over Website Abuse. Manchester United have been forced to issue an embarrassing apology to Liverpool for an ill-advised attack on the Anfield outfit on its own website.,3,Iraq / President,Microsoft / New
"IBM Updates WebSphere Application Server. The Express version of the new WebSphere server is targeted at the small and midsized business market. ""The SMB market has become much more pivotal and crucial to everyone, "" according to Yankee Group analyst Laura DiDio.",0,Microsoft / New,Microsoft / New
"Home Depot Likes High Oil. Rising fuel prices, a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - news - research), the remodeling giant that reported a surge in second-quarter earnings Tuesday and guided the rest of the year higher.",2,Oil / Prices,Oil / Prices
EU Pursues Oracle-PeopleSoft Case. European Union regulators suggested Monday they are not bound by a. decision to allow Oracle Corp. to pursue its $7.7 billion bid for rival business software maker PeopleSoft Inc. and are continuing to collect data on the deal.,0,Microsoft / New,Microsoft / New
"Security report: Windows vs Linux. Much ado has been made about whether or not Linux is truly more secure than Windows. The results were not unexpected. Even by Microsoft 's subjective and flawed standards, fully 38 of the most recent patches address flaws that Microsoft ranks as Critical.",0,Microsoft / New,Microsoft / New
FleetCenter to be reunion arena. It has all the gossipy intrigue and social awkwardness of seating the still-respected ex-wife and the sexy new girlfriend at the same table for a family wedding.,0,Microsoft / New,Microsoft / New
"Smoltz could return to rotation. ANAHEIM, Calif. There 's a chance John Smoltz could return to the Atlanta Braves ' rotation if the team finds another closer.",1,Game / Season,Microsoft / New
"Sales aren 't making the grade. Retailers in Michigan delighted when students returned to the classroom, but the back-to-school sales haven 't generated the kind of dollars many projected.",2,Oil / Prices,Microsoft / New
We need to do well - Benitez. Rafael Benitez has admitted Liverpool can finally end speculation over Steven Gerrard 's future with a good Champions League campaign.,1,Game / Season,Microsoft / New
CSKA sponsor rejects criticism. RUSSIAN oil giant Sibneft today rejected any suggestion of a conflict of interest existing between Chelsea and CSKA Moscow who are due to meet in the Champions League.,1,Game / Season,Oil / Prices
Shares of Large Drug Makers Fall. Shares of large drug makers fell on Thursday after a top. cardiologist questioned the safety of new arthritis drugs and the performance of. regulators in monitoring drug safety.,2,Oil / Prices,Microsoft / New
"New home ice looks slick. If playing for one of college hockey's most storied programs wasn't enticing enough for potential recruits, Boston University's new $97 million Harry Agganis Arena should do the trick.",0,Microsoft / New,Microsoft / New
"At UN, Bush defends decision to invade Iraq. President Bush went before a skeptical hall of world leaders Tuesday to mount a vigorous defense of the war in Iraq, telling the United Nations that the Iraqi people are",3,Iraq / President,Iraq / President
Bollywood actress Nirupa Roy dies. Bollywood actress Nirupa Roy dies after a heart attack at her home in Mumbai (Bombay) aged 73.,3,Iraq / President,Microsoft / New
"Fresno St. Blows Out No. 13 Kansas State. Paul Pinegar threw two touchdown passes to Matt Rivera and ran for another score, and Fresno State upset No. 13 Kansas State 45-21 on Saturday.",1,Game / Season,Microsoft / New
"Briefly: T-Mobile sells Sidekick II. roundup Plus: Spyware bill moves to Senate...Supercomputer center gets new No. 2...MIT, Caltech offer low-tech voting advice.",0,Microsoft / New,Microsoft / New
"Bush, Kerry Seek to Claim Victory in Ohio. Chatter about President Bush and Democrat John Kerry was going strong above the whir of spin cycles at the Soapbox laundry, the debate reflecting the presidential race in a must-win state for both candidates.",3,Iraq / President,Iraq / President
US Airways To Ask Court For Pay Cuts. S Airways said yesterday that it would ask a bankruptcy judge to approve emergency pay cuts - which its unions said would be 23 percent - and other moves to raise cash.,3,Iraq / President,Microsoft / New
Intel Helps Asian PC Partners Ship With Linux. Chipmaker provides Linux tools to reach growing market there.,0,Microsoft / New,Microsoft / New
"Sony 's game war advances to next level. Rival Sony began its worldwide assault yesterday by launching a new handheld console, PlayStation Portable, in game-crazy Japan. Sony aims to seek and destroy GameBoy and its maker Nintendo 's $5billion hold",0,Microsoft / New,Microsoft / New
"Auction for Yukos core set for Dec. 19. A planned sale of Russian energy giant Yukos ' main asset has become clouded by confusion over the price, the participants and the legality of the sale.",3,Iraq / President,Microsoft / New
Haas and Cink Selected for Ryder Cup Team. Jay Haas joined Stewart Cink as the two captain's picks for a. team that will try to regain the cup from Europe next month.,1,Game / Season,Microsoft / New
"Corning begins work on Taiwan LCD facility. Encouraged by the demand for LCDs, glass maker Corning on Thursday said it has broken ground for a second manufacturing facility in Taiwan.",3,Iraq / President,Microsoft / New
"Sports: Cobbs out for the season. DENTON, Texas Last season 's NCAA rushing and scoring leader will miss the rest of this football season. North Texas running back Patrick Cobbs has sprained ligaments in his left knee.",1,Game / Season,Game / Season
"Novell 's Microsoft attack completes Linux conversion. Novell Inc. has completed its conversion to Linux by launching an attack on Microsoft Corp., claiming that the company has stifled software innovation and that the market will abandon Microsoft Windows at some point in the future.",0,Microsoft / New,Microsoft / New
UEFA Cup Round-up. Newcastle eased their way into the UEFA Cup group stages on Thursday night as Alan Shearer and Patrick Kluivert hit the goals trail again in a 5-1 victory over Bnei Sachnin in Israel.,1,Game / Season,Microsoft / New
"C 's open with dang: Squander 18-point lead in loss to Sixers. This is getting monotonous. For the second straight night, a candidate from Boston was looking good after some exit polling, but when the last points/votes were counted, the opponent had the plurality.",1,Game / Season,Microsoft / New
Econ Edge: The Economic Week. Fed Governor Speaks (12:45 pm ET) Federal Reserve Governor Mark Olson speaks about his economic outlook at a roundtable lunch in Toronto.,2,Oil / Prices,Microsoft / New
"Fed Expected to Stay the Course for Now. If there is a good rule of thumb about the Federal Reserve, it is this: A startling economic report is not enough to sway policy. When the Labor Department reported",2,Oil / Prices,Microsoft / New
"EU increases pressure for rights in Myanmar. EU foreign ministers agreed Monday to tighten sanctions against Myanmar if it does not improve its human rights record by Oct. 8, when an EU meeting with Asian countries starts in Vietnam.",3,Iraq / President,Microsoft / New
"Currency Trading Rises to Record $1.9 Trillion a Day (Update3). Foreign-exchange trading surged to a record daily average of $1.9 trillion this year as hedge funds and other money managers increased bets on currencies, according to the Bank for International Settlements.",2,Oil / Prices,Microsoft / New
Irish eyes turn to Clements; Notre Dame interested in Bills.... Buffalo Bills offensive coordinator Tom Clements has emerged on a short list of candidates whom Notre Dame has targeted for its head coaching vacancy.,1,Game / Season,Microsoft / New
"Palestinian Attack Kills Woman in Gaza Settlement. A Palestinian mortar bomb slammed into a house in a Jewish settlement in the Gaza Strip Friday, killing a woman and fueling settler anger over Prime Minister Ariel Sharon's plan to pull Israelis out of the area.",3,Iraq / President,Microsoft / New
Utah Hires Whittingham to Replace Meyer. Utah defensive coordinator Kyle Whittingham was hired as the school's football coach to replace Urban Meyer.,1,Game / Season,Microsoft / New
"Study: Few Americans Buy Drugs Online. Only 4 percent of Americans have ever used the Internet to buy prescription drugs - and even fewer do so through foreign pharmacies - despite Web sites maintained by a handful of states to help citizens import medicines more cheaply from Canada, a new study finds.",0,Microsoft / New,Microsoft / New
"Local knowledge produced benefits. Patriots fans had one of their own working Sunday's regular-season finale against the 49ers. Fox producer. Navarro considers himself a New Englander, even though he moved around the country as the son of college football coach Frank Navarro (Columbia, Wabash, Princeton).",1,Game / Season,Microsoft / New
"Colombia Says Irish Fugitives Have Fled Country. BOGOTA, Colombia - Three Irish fugitives convicted of teaching leftist Colombian guerrillas how to make bombs have escaped the Andean country and are at large outside its borders, Colombia's attorney general said late on Thursday.",3,Iraq / President,Microsoft / New
Cancer drug blow for AstraZeneca. DRUGS group AstraZeneca today suffered a massive setback after tests showed its blockbuster Iressa cancer treatment did not allow patients to live longer.,3,Iraq / President,Microsoft / New
"Corporate tax bill nearing approval. WASHINGTON US House and Senate negotiators, moving swiftly to finish a bill that would create more than $100 billion in corporate tax breaks, have approved a $10 billion buyout for tobacco farmers and rejected a Senate provision that would have subjected",3,Iraq / President,Microsoft / New
"Sabotage halts Iraq oil exports from north. KIRKUK, Iraq, Nov 2 - Iraqi oil exports to Turkey were halted after a series of attacks Tuesday, including a major strike on a pipeline network connecting wells west of Kirkuk with the main export pipeline and refineries further south, oil officials",3,Iraq / President,Oil / Prices
McLeish upset by Novo punishment. Rangers manager Alex McLeish has criticised the punishment handed out to Nacho Novo by the Scottish Football Association. Novo and Celtic striker Henri Camara were both given one-match bans,1,Game / Season,Microsoft / New
"No tax on Internet access until at least 2007. Consumers won 't have to pay a tax to log on to the Internet until at least 2007, after Congress voted Friday to renew a recently lapsed ban on Internet taxation.",0,Microsoft / New,Microsoft / New
UN Refugee Chief Backs Autonomy for Sudan 's Darfur Region. The United Nations High Commissioner for Refugees says granting more autonomy to southern Sudan could help end the bloody conflict there.,3,Iraq / President,Microsoft / New
"Rooney going nowhere unless price is right: Moyes. England striker on his way. Or is he? Will it be St James ' Park or Old Trafford? Or will he remain at Goodison? Although Wayne Rooney today handed in a transfer request, and set in motion his seemingly inevitable",1,Game / Season,Microsoft / New
"Legal Loophole Inflates Profits in Student Loans. The White House could have closed a loophole through which student loan companies are billing the federal government nearly a billion dollars, but chose not to.",3,Iraq / President,Microsoft / New
"This could be the week for a Patriots loss. The New England Patriots might be like no other powerhouse in NFL history. They almost never dominate, they just always win -- a record 21 victories in a row including the postseason, 18 straight in the regular season.",1,Game / Season,Microsoft / New
"New MSN Search May Be a Google Killer!. New MSN Search May Be a Google Killer! The Second Look at MSN's Search technology is available for public beta testing. I've given it a spin myself and must say that I'm impressed. Although they have no ads on the SERP's of the preview site, I'm sure they will load it...",0,Microsoft / New,Microsoft / New
KMart Names Yum Marketing Maven as CEO. Kmart Holding Corp. on Monday named a new president and chief executive in a move that could signal the start of a campaign to revamp the discount retailer's image.,3,Iraq / President,Microsoft / New
"Browns coach Davis resigns; Robiskie named interim coach. BEREA, Ohio (Ticker) - One day after admitting that his shaky job status was a ""distraction "" to his players, Butch Davis resigned as coach of the Cleveland Browns on Tuesday.",1,Game / Season,Microsoft / New
"Pfizer to Sponsor Large New Celebrex Trial. Pfizer Inc. said on Monday it plans to sponsor a major clinical study to further assess the cardiovascular safety of its arthritis drug Celebrex following the withdrawal of Merck Co.'s Vioxx, a drug in the same class.",3,Iraq / President,Microsoft / New
"No deal on dollar as US shrugs off European pressure. Europe and Japan failed yesterday to persuade the United States to address the decline in the dollar, despite talks at a fractious meeting of the Group of 20 industrialised and developing nations.",3,Iraq / President,Microsoft / New
Mortgage approvals drop sharply. Figures showing falling mortgage approvals and rising repossessions suggest interest rate rises are being felt.,2,Oil / Prices,Microsoft / New
Landmine kills Darfur aid workers. Two aid workers are killed in Sudan's Darfur region after their vehicle hit a landmine.,3,Iraq / President,Microsoft / New
"Schilling, Ramirez Lead Red Sox to Easy Opening Win. Curt Schilling pitched 6 2/3 innings and Manny Ramirez hit a three-run homer in a seven-run fourth frame to lead the Boston Red Sox to a 9-3 win over the host Anaheim Angels in their American League Divisional Series opener Tuesday.",1,Game / Season,Microsoft / New
Sete returns to top form in Qatar; Edwards joins party with runner.... Sete Gibernau will go down in history as the first ever winner of the Grand Prix of Qatar after an incredible race today which he led from start,1,Game / Season,Microsoft / New
"No. 12 Virginia loses key defensive player. Charlottesville, VA (Sports Network) - The No. 12 ranked Virginia Cavaliers will be without defensive end Chris Canty for the remainder of the season.",1,Game / Season,Game / Season
"Target Earns $537 Million. Target Corp., the No. 2 US discount retailer, on Thursday posted a higher quarterly profit on stronger sales and gains from selling its Mervyn 's department store chain, and forecast 2004 would end well.",2,Oil / Prices,Microsoft / New
Ovitz Defends His Tenure. Michael Ovitz said on Tuesday that Walt Disney Co. would have made a string of dazzling deals and shrewd strategic moves during his brief tenure as the company 's president,3,Iraq / President,Iraq / President
"NKorea warns Japan against economic sanctions. North Korea has warned Japan that it will treat economic sanctions as a ""declaration of war "" and threatens to try to exclude Tokyo from six-party talks on Pyongyang 's nuclear arms programs.",3,Iraq / President,Microsoft / New
"Firms announce video antipiracy technology. This fourth priority 's main focus has been improving or obtaining CRM and ERP software for the past year and a half. NDS, STMicroelectronics and Thomson said Friday that they will develop new encryption technology",0,Microsoft / New,Microsoft / New
"Wisdom was main course. WALTHAM -- He is an 87-year-old man with a cane and a cigar, and the clout of a king.",1,Game / Season,Microsoft / New
Thai Airways orders six Airbus superjumbos. Thai Airways International plans to buy six Airbus A380 double-decker aircraft that will be delivered in 2008 and 2009. The airline is also ordering two additional A340 aircraft.,3,Iraq / President,Microsoft / New
"Florida 's prepaid tuition program thriving. Already the biggest of its kind in the country, Florida 's popular prepaid-tuition program expects to count its millionth customer during a sign-up period that runs Monday through Jan. 31.",3,Iraq / President,Microsoft / New
"Bush and Kerry Trade Barbs in Fla., Ohio. DAYTONA BEACH, Fla. - The presidential candidates found new ways to go negative Saturday, President Bush accusing his Democratic challenger of putting politics ahead of the war on terror and Sen...",3,Iraq / President,Microsoft / New
"Oracle strikes friendly deal for PeopleSoft at US $26.50 a share. After 18 months of conflict, a friendly merger deal has been struck between Oracle Corp. and PeopleSoft Inc. after the former raised its ""final "" offer by 10 per cent.",0,Microsoft / New,Microsoft / New
Cassini Heads Toward Giant Moon on Saturn. The.-European spacecraft Cassini hurtled Tuesday toward its closest encounter yet with Saturn's giant moon Titan.,3,Iraq / President,Microsoft / New
"Nokia, Pointsec team on mobile data security. Enterprises seeking higher security for their growing number of mobile devices may be interested in new encryption technology that Nokia Corp. is deploying in its smart phone products.",0,Microsoft / New,Microsoft / New
"Metropolitan Life Mandates Banks For Sterling Bond. LONDON (Dow Jones)--Metropolitan Life Global Funding has mandated HSBC, Deutsche Bank and Royal Bank of Scotland to lead-manage its forthcoming sterling-denominated bond issue, one of the lead managers said Thursday.",3,Iraq / President,Microsoft / New
"Indonesia May Prosecute Newmont Mining. Indonesia is proceeding with plans to prosecute.-based Newmont Mining for allegedly polluting a bay in central Indonesia, accusing the company Wednesday of giving investigators incomplete information about its waste disposal method.",0,Microsoft / New,Microsoft / New
"Checking changes. Toward the end of the month if resources are a little tight, there are times when Krista Bergstrom admits she writes a check or two for more than is left in her account.",3,Iraq / President,Microsoft / New
"Sony, IBM, and Toshiba Reveal Additional Details on Cell Chip. Initial versions of PlayStation 3 chip will not be produced with a cutting-edge chip-making technology. The four companies developing the Cell consumer electronics microprocessor released a few more details",0,Microsoft / New,Microsoft / New
"Barca wins again. Barcelona has moved 12 points clear at the top of Spain 's Primera Liga thanks to a 2-1 win at Albacete. Andres Iniesta put Barca ahead after just two minutes, but when Mark Gonzalez made it 1-1 with 17 minutes",1,Game / Season,Microsoft / New
Russian Parliament Ratifies Kyoto Pact. The Kyoto Protocol overcame its final legislative hurdle in Russia when the upper house of parliament ratified the global climate pact Wednesday and sent it on to President Vladimir Putin for his signature — setting the stage for the treaty to come into force next year.,3,Iraq / President,Iraq / President
"Number of Kids on Antidepressants Drops Dramatically. - The number of children taking antidepressants has dropped dramatically since the Food and Drug Administration cautioned that the drugs can provoke suicidal behavior, according to a study. Pharmacy benefit manager Medco Health Solutions found that the number of children taking antidepressants fell 18 percent in the first quarter and an additional 5 percent in the second quarter...",2,Oil / Prices,Microsoft / New
Alaskan pipeline has hurdles. Energy companies planning a $20 billion gas pipeline to US consuming markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project proceeds.,0,Microsoft / New,Microsoft / New
"Wiretaps may mute Nextel rivals. Fed up with technical excuses, FBI wants carriers to support eavesdropping capabilities for push-to-talk technology now.",0,Microsoft / New,Microsoft / New
Australia conquer their final frontier. Adam Gilchrist boldly went where no Australian captain since Bill Lawry has gone before at the VCA Stadium in Nagpur yesterday. His team 's 342-run win gave them an invincible 2-0,1,Game / Season,Microsoft / New
Expos set for Washington. Expos president Tony Tavares told reporters of the move after the Expos ' final home game. That news was later confirmed to Washington mayor Anthony Williams by MLB officials.,1,Game / Season,Microsoft / New
"Semiconductor Manufacturing to Boost Capacity by Half (Update2). Semiconductor Manufacturing International Corp., China 's biggest supplier of made-to-order chips, said its factory capacity will rise by more than half in the second half as the company brings more plants on line.",2,Oil / Prices,Microsoft / New
1994 Law Designed to Preserve Guard Jobs. A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).,3,Iraq / President,Microsoft / New
Nikkei Opens Higher Led by Tech Stocks. Tokyo's Nikkei share average was up 0.56 percent in early morning trade on Tuesday as another jump in. technology shares encouraged investors to step up buying in local counterparts such as Advantest Corp.,2,Oil / Prices,Microsoft / New
Cisco tightens security on voice products. Cisco Systems announces an upgrade to its CallManager software to improve security on its IP telephony gear.,0,Microsoft / New,Microsoft / New
"India cool on Kashmir proposals. India responded coolly yesterday to suggestions by the Pakistani president, Pervez Musharraf, on how to solve the Kashmir dispute between the two countries.",3,Iraq / President,Iraq / President
"EU, US Talks on Aircraft Aid Grounded. US and EU negotiators disagreed on Thursday about state aid for aircraft rivals Airbus and Boeing, winding up no closer on a sensitive issue that has gathered steam before the US presidential election.",3,Iraq / President,Iraq / President
"Jeff Gordon leads contenders at Talladega. Joe Nemechek wasn 't surprised to be back at the front of the field, just that it took so long to get there. Nemechek, who earned the nickname ""Front Row Joe "" when he won six poles from 1997-00, got No.",1,Game / Season,Microsoft / New
EU launches graphic tobacco ads. The European Commission launches graphic images showing the damage smoking can do to people's health.,3,Iraq / President,Microsoft / New
Black Watch move towards Baghdad. THE Black Watch today moved towards Baghdad in response to the US plea for help. The Ministry of Defence said today that soldiers from the Scottish regiment were leaving their base in the southern city of,3,Iraq / President,Microsoft / New
"Nintendo to Unveil Handheld Upgrade. Facing its biggest threat ever from the arrival of Sony Corp. in the portable video-game machine market, Japanese game-maker Nintendo Co.",0,Microsoft / New,Game / Season
"Dreams of perfect market are fine, as long as they don't come true. In these times of financial wrongdoing and subsequent systemic changes, it's only natural to wonder what a perfect investment world would look like.",0,Microsoft / New,Microsoft / New
"Dell cuts prices on many corporate products. Dell on Monday said it had cut prices by as much as fifth for a range of products aimed at US corporate customers, as the computer maker passed along savings from cheaper components.",2,Oil / Prices,Oil / Prices
"Wal-Mart Keeps Same-Store Sales Outlook. Wal-Mart Stores Inc., the world's largest retailer, said on Saturday it still anticipates a 2 percent to 4 percent increase in November sales at its stores open at least a year.",2,Oil / Prices,Microsoft / New
Local Israeli And Palestinian Teens React To Arafat 's Death. The death of Palestinian leader Yasser Arafat is deeply dividing an already torn Middle Eastern country. As Palestinians mourn the loss of their leader,3,Iraq / President,Microsoft / New
"Eriksson doesn 't feel any extra pressure following scandal. NEWCASTLE, England - England coach Sven-Goran Eriksson said Tuesday he isn 't under any extra pressure in the aftermath of a scandal that damaged the Football Association 's reputation.",1,Game / Season,Microsoft / New
"Arafat Meets With Gaza Critic. A former Palestinian security minister who could be key to keeping order among rival factions in Gaza after an Israeli pullout held a fence-mending meeting Monday with President Yasser Arafat, officials said.",3,Iraq / President,Iraq / President
"Berra Says He Wouldn't Take Giambi Back. While manager Joe Torre repeatedly dodged questions Thursday on whether he thinks Jason Giambi will return to the New York Yankees, Hall of Famer Yogi Berra readily voiced his opinion.",0,Microsoft / New,Microsoft / New
Parker 's confidence key; Wade needs seasoning. Tonight 's game featuring the Miami Heat and their three-time NBA finals MVP Shaquille O 'Neal versus the San Antonio Spurs and their two-time NBA Finals MVP Tim Duncan has obvious potential as an early-season championship preview.,1,Game / Season,Game / Season
"Priceline, Ramada to Make Sites More Accessible to Blind. In one of the first enforcement actions of the Americans with Disabilities Act on the Internet, two major travel services have agreed to make sites more accessible to the blind and visually impaired.",0,Microsoft / New,Microsoft / New
"Airbus denies backing Microsoft in EU case. Aircraft maker Airbus insisted on Thursday it had no intention of taking sides in a Microsoft antitrust case, even though it filed a brief in an EU court on the software giant 's side.",0,Microsoft / New,Microsoft / New
"Angels 5, Rangers 3. Chone Figgins and Troy Percival saved the Anaheim Angels, and gave them a little boost in the AL West race. Figgins had RBI hits in the last two innings and scored the go-ahead run on an infield grounder.",1,Game / Season,Microsoft / New
"PC Sales Hot For 2004, But Will Soon Cool Off. PC shipments in the second quarter grew faster than any three-month period since 1999, IDC said Monday, citing the continued pent-up demand for replacement systems as the driving force behind the sales surge.",2,Oil / Prices,Microsoft / New
Live: Olympics day four. Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.,1,Game / Season,Microsoft / New
"North Korea peace efforts in peril. THE international effort to end the North Korean nuclear crisis appears at risk of unravelling, despite Foreign Minister Alexander Downer 's high-profile mission to the secretive Stalinist state.",3,Iraq / President,Microsoft / New
Transactions. BASEBALL Atlanta (NL): Recalled P Roman Colon from Greenville (Southern League). Cincinnati (NL): Announced INF Brandon Larson accepted his outright assignment to Louisville (IL). Tampa Bay (AL): Released 1B-DH Randall Simon; recalled OF Midre Cummings from Durham (IL).,1,Game / Season,Microsoft / New
Letter threat to Dutch politician. A letter left on the body of murdered film-maker Theo van Gogh reportedly threatens the life of a liberal politician.,3,Iraq / President,Microsoft / New
". Won't Release Female Iraq Prisoners. BAGHDAD, Iraq - Authorities insisted on Thursday that they won't give in to militants' demands to free female Iraqi prisoners despite the plea of a tearful British hostage begging Britain to save his life in a video released by his captors. Meanwhile, Iraq's most powerful Shiite cleric, Grand Ayatollah Ali al-Sistani, said that increasing violence must not be used as a pretext for delaying elections scheduled for late January...",3,Iraq / President,Iraq / President
Climax to show off Avalon to US publishers. 'Project Avalon ' becomes just plain Avalon; developer will show playable prototype of next-generation shooter to American execs.,0,Microsoft / New,Microsoft / New
APEC Leaders Vow to Scrap Trade Barriers. Pacific Rim leaders pledged Sunday to shore up global security and push ahead with the World Trade Organization's negotiations on lowering global trade barriers.,3,Iraq / President,Microsoft / New
"Global server sales on the rise. Sales of server systems rose 7.7 percent globally in the second quarter to $11.55 billion as demand for Information Technology remained strong after a three year downturn, market research firm Gartner said in a statement.",2,Oil / Prices,Microsoft / New
"Kerry Dispute Revives Memory of Delta War. The controversy over the Vietnam war record of Democratic presidential candidate John Kerry has trained a fresh light on one of that conflict's lesser-known episodes — the operations of America's ""Brown Water Navy"" in rivers, canals and mangrove swamps of the Mekong Delta.",3,Iraq / President,Iraq / President
"Virgin tunes into the online music market. ""We dont see this market as crowded. There is tremendous growth potential "" - Zack Zalon, Virgin Digital president. Story in full VIRGIN Mobile, part of billionaire Sir Richard Bransons sprawling business",0,Microsoft / New,Iraq / President
Boeing CEO says market slower than Airbus suggests. BERLIN: Boeing Co. Chief Executive Harry Stonecipher has said the US aircraft makers archrival Airbus was exaggerating the speed of recovery in the commercial airplane market.,3,Iraq / President,Microsoft / New
"Ken Caminiti, Former NL MVP, Dies of Heart Attack at Age 41. Ken Caminiti, the 1996 National League Most Valuable Player who admitted to using steroids during his Major League Baseball career, died yesterday of a heart attack, his agent said.",1,Game / Season,Microsoft / New
"Accusations of Fraud Mar Afghan Election. KABUL, Afghanistan - Afghans packed polling stations on Saturday for a historic presidential election that was blemished when all 15 candidates opposing.-backed interim President Hamid Karzai withdrew, charging the government and the. with fraud and incompetence...",3,Iraq / President,Iraq / President
"IMF, World Bank look to keep global recovery strong. Facing a global economy on the mend but threatened by surging oil prices and other factors, IMF and World Bank policymakers opened two days of meetings Saturday to discuss ways to keep the recovery on track.",2,Oil / Prices,Oil / Prices
"Yahoo Doubles Free E-Mail Storage Limits. Yahoo Inc. is more than doubling its limits on free e-mail storage in its latest move to combat two of its biggest rivals, Google Inc. and Microsoft Corp.",0,Microsoft / New,Microsoft / New
"NASA puts off space shuttle flights until at least May. WASHINGTON: The US space agency NASA has put off resumption of space shuttle flights from March until at least May, the agency has said.",3,Iraq / President,Microsoft / New
Busch Takes Over. Kurt Busch dominates Sunday's Sylvania 300 and comes away tied with Dale Earnhardt Jr. for the lead after the first race of the new 10-race championship showdown.,1,Game / Season,Microsoft / New
"Zimbabwe will not invite imperialists to observe elections.... HARARE - The Zimbabwe government will not invite imperialist countries to observe its elections due to be held in March next year, a Saturday newspaper quoted President Robert Mugabe as saying.",3,Iraq / President,Microsoft / New
"Update 2: Time Warner Profit Dips, Sets Aside Reserve. Time Warner Inc., the world 's largest media company, said Wednesday that its third quarter earnings slid 8 percent as it set aside a $500 million reserve because of pending government investigations.",2,Oil / Prices,Microsoft / New
"Earthquake shook Yunnan, China. BAOSHAN, China - A strong earthquake shook southwest China. The epicenter of magnitude 5 quakes on the Richter scale was located in the province of Yunnan not far from the city of Baoshan.",3,Iraq / President,Microsoft / New
"European Stocks Open Flat, Havas Falls. European shares opened steady on Thursday, with French advertising group Havas falling after news of a capital increase along with its first-half results but Richemont rallied after reporting strong luxury goods sales.",2,Oil / Prices,Microsoft / New
"Williams Rejects Deal, Says He Won 't Return in 2005. Miami Dolphins tailback Ricky Williams has no immediate plans to resume his NFL career and, at least for now, intends to stay in retirement, according to his attorney.",1,Game / Season,Microsoft / New
"Israel to present PA with 'good will ' steps in coming days. Israel will respond with a series of positive gestures if the successors to Palestinian Authority Chairman Yasser Arafat will implement security reforms and a ""real "" cease-fire felt on the ground in the territories, Israeli security and diplomatic sources",3,Iraq / President,Microsoft / New
"Allawi Meets Militants, Pushes Amnesty. Iraq's interim prime minister said that he had held private meetings with representatives of insurgent groups from Fallujah, Ramadi and Samarra to persuade them to accept a government amnesty offer.",3,Iraq / President,Iraq / President
Study: MP3 player market to explode. IDC says there's tough competition ahead for the iPod as manufacturers launch rival portable jukeboxes.,0,Microsoft / New,Microsoft / New
Racist Blackburn fan cops five-year ban. A SOCCER fan was fined $2400 and banned from soccer grounds for the maximum five years yesterday when he pleaded guilty to racially abusing Birmingham City striker Dwight Yorke.,1,Game / Season,Microsoft / New
"Pollsters refuse to write off Australian PM despite lag in polls. Opinion polls give Australia's opposition Labor Party a big lead over Prime Minister John Howard's conservative government as campaigning begins for October 9 elections, but analysts say the real race is still too close to call.",3,Iraq / President,Microsoft / New
"Santander sells stake in Royal Bank of Scotland. LONDON, September 9 (New Ratings) - Santander Central Hispano (BSD2.FSE) has indicated that it is selling a 2.51 stake in Royal Bank of Scotland Group Plc, in an attempt to seek regulatory approval to acquire UKs Abbey National Plc.",3,Iraq / President,Microsoft / New
"TiVo Net Loss Widens; Subscribers Grow. TiVo Inc.(: Quote, Profile, Research), maker of digital television recorders, on Monday said its quarterly net loss widened as it boosted spending to acquire customers, but subscribers to its fee-based TV service rose",2,Oil / Prices,Microsoft / New
"Microsoft: No extra licenses needed for multicore chips. OCTOBER 19, 2004 (IDG NEWS SERVICE) - Customers that use the dual-core processors Intel Corp. and Advanced Micro Devices Inc. expect to ship next year won 't need to buy extra licenses for Microsoft Corp.",0,Microsoft / New,Microsoft / New
"Fierce fighting in Iraq. BAGHDAD, Sept 12: At least 45 people died in a wave of bombings and battles between US troops and militants on Sunday, as Iraq 's US-installed prime minister said over 3,000 had perished in the 'terrorism ' washing over the country.",3,Iraq / President,Iraq / President
